,0,1,2,3,4
2152,15.06.2011,"1 362,4700","31,8500","1 618,1000","722,0500"
2153,11.06.2011,"1 376,8700","33,0900","1 645,8100","729,9800"
2154,10.06.2011,"1 366,3000","32,2600","1 621,0400","717,8900"
2155,09.06.2011,"1 366,7200","33,3000","1 618,1700","713,8500"
2156,08.06.2011,"1 383,0200","32,9300","1 625,6100","710,9800"
2157,07.06.2011,"1 377,6600","31,4200","1 625,2500","702,7900"
2158,04.06.2011,"1 372,0900","33,3600","1 627,5100","691,8700"
2159,03.06.2011,"1 389,0900","34,2100","1 639,0500","695,1100"
2160,02.06.2011,"1 377,8000","34,7500","1 635,6400","695,0800"
2161,01.06.2011,"1 382,6700","33,9100","1 638,1600","697,1800"
2162,31.05.2011,"1 383,4100","34,0100","1 611,7300","683,1300"
2163,28.05.2011,"1 378,5500","33,4000","1 609,9700","681,5900"
2164,27.05.2011,"1 380,8400","33,7300","1 612,7200","677,9400"
2165,26.05.2011,"1 398,1700","32,8300","1 617,9200","675,7400"
2166,25.05.2011,"1 390,3800","31,7300","1 610,0300","673,8200"
2167,24.05.2011,"1 374,5600","31,7100","1 600,9900","663,3600"
2168,21.05.2011,"1 348,6800","32,0800","1 588,5200","656,0500"
2169,20.05.2011,"1 338,3300","31,1000","1 590,2600","651,7500"
2170,19.05.2011,"1 344,6900","30,9100","1 598,7500","659,1600"
2171,18.05.2011,"1 351,9400","31,0500","1 600,9900","647,2700"
2172,17.05.2011,"1 351,6900","32,7300","1 587,6700","640,1300"
2173,14.05.2011,"1 352,9300","29,1000","1 592,0000","647,3700"
2174,13.05.2011,"1 337,2300","35,2000","1 576,9100","634,3600"
2175,12.05.2011,"1 354,1900","34,1100","1 601,5800","652,0000"
2176,11.05.2011,"1 359,2500","34,0400","1 610,7600","656,6700"
2177,07.05.2011,"1 323,2100","33,6500","1 589,3600","637,7000"
2178,06.05.2011,"1 327,4700","35,3100","1 597,0000","647,7400"
2179,05.05.2011,"1 351,5000","38,3700","1 630,4300","679,2700"
2180,04.05.2011,"1 359,1200","42,8000","1 632,8700","680,2200"
2181,30.04.2011,"1 357,7100","43,0600","1 622,5400","687,0400"
2182,29.04.2011,"1 353,5100","40,0500","1 609,0100","679,8500"
2183,28.04.2011,"1 343,6900","40,5200","1 610,1100","668,2800"
2184,27.04.2011,"1 349,8200","41,4900","1 622,4700","675,8100"
2185,26.04.2011,"1 353,5600","41,6300","1 630,7600","688,4800"
2186,23.04.2011,"1 351,0100","41,5500","1 627,6800","687,1800"
2187,22.04.2011,"1 353,7200","40,2300","1 629,4900","692,5800"
2188,21.04.2011,"1 361,8800","39,1100","1 617,9700","679,5800"
2189,20.04.2011,"1 366,0800","39,1000","1 628,3300","672,5300"
2190,19.04.2011,"1 344,1900","38,5800","1 617,1900","689,9800"
2191,16.04.2011,"1 336,0500","36,9000","1 624,1200","697,7400"
2192,15.04.2011,"1 320,9100","36,4500","1 616,8100","698,7400"
2193,14.04.2011,"1 317,8900","36,5500","1 611,6600","696,9100"
2194,13.04.2011,"1 322,2900","37,4400","1 619,7700","710,3500"
2195,12.04.2011,"1 321,7300","36,1800","1 622,5900","715,0600"
2196,09.04.2011,"1 329,5000","35,7200","1 636,4500","713,3500"
2197,08.04.2011,"1 321,8800","35,9700","1 621,8300","711,5300"
2198,07.04.2011,"1 321,7600","34,5500","1 629,2900","713,9500"
2199,06.04.2011,"1 305,7200","35,0100","1 627,4900","714,5300"
2200,05.04.2011,"1 300,0500","34,1500","1 614,5200","707,8800"
2201,02.04.2011,"1 308,3600","34,5400","1 622,5600","700,4700"
2202,01.04.2011,"1 311,9600","34,4100","1 627,3500","697,7000"
2203,31.03.2011,"1 296,9800","33,4700","1 601,3500","692,8200"
2204,30.03.2011,"1 288,5300","33,3700","1 590,1600","677,9800"
2205,29.03.2011,"1 297,0800","34,4200","1 578,4100","675,9400"
2206,26.03.2011,"1 301,2300","34,2800","1 584,3400","679,6500"
2207,25.03.2011,"1 316,0500","33,4000","1 600,7100","682,1100"
2208,24.03.2011,"1 302,4600","32,6700","1 582,4000","674,4000"
2209,23.03.2011,"1 290,4200","32,7300","1 578,7400","668,0700"
2210,22.03.2011,"1 302,1600","32,0600","1 586,9400","675,8200"
2211,19.03.2011,"1 295,9400","31,5600","1 573,8000","661,0200"
2212,18.03.2011,"1 296,9500","32,0900","1 569,0900","654,2500"
2213,17.03.2011,"1 288,5500","31,2200","1 562,6600","655,1000"
2214,16.03.2011,"1 299,4600","33,4100","1 589,0000","667,7400"
2215,15.03.2011,"1 312,7700","31,4300","1 621,0400","696,7100"
2216,12.03.2011,"1 297,7200","32,3900","1 627,5000","695,9200"
2217,11.03.2011,"1 302,0900","33,0700","1 636,4600","703,9500"
2218,10.03.2011,"1 302,2200","33,0900","1 649,2700","725,9300"
2219,06.03.2011,"1 292,4900","31,1800","1 655,6900","734,5600"
2220,05.03.2011,"1 285,0800","31,2900","1 659,3700","734,9800"
2221,04.03.2011,"1 302,6100","31,6400","1 680,9600","749,4200"
2222,03.03.2011,"1 316,6300","31,6300","1 690,7800","749,2100"
2223,02.03.2011,"1 307,7800","30,9600","1 672,5200","743,3400"
2224,01.03.2011,"1 310,0000","30,2400","1 679,1500","734,1000"
2225,26.02.2011,"1 307,2900","30,9700","1 662,7300","723,9000"
2226,25.02.2011,"1 326,1700","31,2100","1 661,3400","719,1000"
2227,23.02.2011,"1 313,0100","31,4800","1 716,4700","788,0900"
2228,22.02.2011,"1 311,8200","29,9400","1 731,2900","805,1800"
2229,19.02.2011,"1 303,3100","28,7900","1 724,2700","792,9900"
2230,18.02.2011,"1 294,7100","28,9300","1 716,8800","786,9800"
2231,17.02.2011,"1 293,6300","28,9100","1 729,8600","792,4600"
2232,16.02.2011,"1 292,0200","28,4000","1 732,4200","788,0600"
2233,15.02.2011,"1 276,2600","28,2200","1 715,7900","775,1200"
2234,12.02.2011,"1 281,0700","28,0900","1 725,0700","772,9800"
2235,11.02.2011,"1 282,3000","28,5200","1 730,8100","771,9800"
2236,10.02.2011,"1 283,5400","27,7200","1 755,0400","787,5500"
2237,09.02.2011,"1 273,5300","27,4700","1 742,8800","778,7900"
2238,08.02.2011,"1 271,8800","27,3000","1 739,2700","772,3800"
2239,05.02.2011,"1 274,2900","26,7600","1 733,4100","767,8800"
2240,04.02.2011,"1 257,3300","26,6800","1 722,9900","763,3600"
2241,03.02.2011,"1 264,7200","26,7900","1 731,0600","778,5000"
2242,02.02.2011,"1 275,2000","26,4600","1 723,7900","781,8100"
2243,01.02.2011,"1 277,6900","25,5600","1 714,1300","777,0600"
2244,29.01.2011,"1 255,2800","26,1300","1 707,4100","765,9500"
2245,28.01.2011,"1 276,0200","25,8500","1 720,1200","771,8100"
2246,27.01.2011,"1 278,5400","25,5600","1 723,2200","763,0000"
2247,26.01.2011,"1 270,2100","26,4000","1 711,8100","752,9300"
2248,25.01.2011,"1 293,2600","26,0500","1 750,5800","785,0800"
2249,22.01.2011,"1 296,7900","27,4100","1 748,3500","779,6200"
2250,21.01.2011,"1 312,3500","28,2000","1 753,3200","783,8500"
2251,20.01.2011,"1 317,2900","27,6100","1 770,1300","789,1800"
2252,19.01.2011,"1 315,2600","27,0900","1 751,7600","774,5000"
2253,18.01.2011,"1 311,6700","27,5600","1 745,0300","759,4600"
2254,15.01.2011,"1 318,6500","28,1400","1 743,1100","772,3600"
2255,14.01.2011,"1 335,8700","28,6400","1 739,5600","788,5100"
2256,13.01.2011,"1 352,1500","28,8700","1 748,4700","786,7600"
2257,12.01.2011,"1 359,7600","28,3500","1 721,1200","750,2800"
2258,01.01.2011,"1 376,1100","29,9600","1 689,0900","771,8500"
2259,31.12.2010,"1 383,0600","29,8300","1 724,5400","780,9400"
2260,30.12.2010,"1 369,9100","28,3700","1 708,1200","769,1400"
2261,29.12.2010,"1 343,5900","28,2900","1 678,8900","743,5800"
2262,28.12.2010,"1 351,4700","28,4600","1 688,7300","747,9400"
2263,25.12.2010,"1 357,1700","28,6900","1 695,8400","751,0900"
2264,24.12.2010,"1 361,2500","28,8700","1 700,5800","737,6700"
2265,23.12.2010,"1 371,8200","28,8900","1 703,6600","745,6600"
2266,22.12.2010,"1 368,8600","28,8500","1 693,7900","740,7200"
2267,21.12.2010,"1 366,4000","28,4800","1 682,0200","734,1500"
2268,18.12.2010,"1 355,5100","28,7400","1 681,1400","734,5700"
2269,17.12.2010,"1 368,4000","28,7300","1 683,8000","744,5100"
2270,16.12.2010,"1 371,1300","29,5100","1 676,0700","746,6800"
2271,15.12.2010,"1 388,7900","28,9900","1 691,2600","750,2400"
2272,14.12.2010,"1 379,1900","28,6000","1 678,9800","741,1300"
2273,11.12.2010,"1 379,1400","28,1900","1 667,8600","736,2000"
2274,10.12.2010,"1 376,6500","28,9100","1 679,4700","734,1500"
2275,09.12.2010,"1 401,2600","30,6400","1 693,5600","740,3100"
2276,08.12.2010,"1 431,5200","29,7100","1 727,6600","764,9500"
2277,07.12.2010,"1 419,8100","28,9100","1 739,1800","769,5100"
2278,04.12.2010,"1 398,9400","28,6500","1 729,8900","766,9400"
2279,03.12.2010,"1 401,1000","28,9700","1 723,6500","754,9800"
2280,02.12.2010,"1 407,2500","27,4400","1 691,9300","715,0000"
2281,01.12.2010,"1 385,1700","26,9400","1 663,2100","702,1500"
2282,30.11.2010,"1 368,8600","26,7900","1 665,7800","692,4800"
2283,27.11.2010,"1 377,5000","27,6600","1 655,2200","688,5000"
2284,26.11.2010,"1 378,4600","27,5700","1 664,6100","697,0300"
2285,25.11.2010,"1 384,6300","27,4800","1 667,0900","697,2200"
2286,24.11.2010,"1 368,0300","27,5600","1 670,5900","688,5400"
2287,23.11.2010,"1 352,7600","26,9800","1 660,1900","707,5200"
2288,20.11.2010,"1 350,7600","26,4400","1 656,7300","697,5200"
2289,19.11.2010,"1 360,9600","25,2800","1 663,1400","685,1200"
2290,18.11.2010,"1 347,0400","25,6800","1 652,4200","644,0400"
2291,17.11.2010,"1 361,1700","25,9700","1 667,4500","671,9700"
2292,16.11.2010,"1 356,4400","26,5800","1 662,0600","665,8200"
2293,14.11.2010,"1 376,8000","26,5600","1 697,5700","697,0800"
2294,13.11.2010,"1 372,2300","27,4500","1 686,8400","676,7100"
2295,12.11.2010,"1 386,0700","27,0100","1 731,3600","700,3900"
2296,11.11.2010,"1 383,4700","28,1700","1 750,5600","704,5700"
2297,10.11.2010,"1 405,2200","26,5100","1 766,1300","715,3800"
2298,09.11.2010,"1 376,5700","25,8900","1 737,0500","679,3700"
2299,04.11.2010,"1 343,9700","24,4700","1 694,6800","634,1500"
2300,03.11.2010,"1 344,4900","24,6600","1 696,9500","646,5000"
2301,02.11.2010,"1 347,0700","23,7100","1 699,7900","648,0600"
2302,30.10.2010,"1 322,9400","23,4800","1 665,6100","622,5000"
2303,29.10.2010,"1 308,3800","23,4500","1 661,0000","616,4600"
2304,28.10.2010,"1 309,3200","23,0800","1 668,7800","613,2600"
2305,27.10.2010,"1 303,8300","23,1700","1 654,7100","593,2700"
2306,26.10.2010,"1 307,0500","22,4000","1 648,1400","589,8700"
2307,23.10.2010,"1 293,3100","23,4300","1 628,6500","571,6400"
2308,22.10.2010,"1 329,3000","23,4300","1 666,0100","588,9400"
2309,21.10.2010,"1 327,2800","24,0200","1 657,4900","570,3200"
2310,20.10.2010,"1 337,4800","23,4900","1 657,4900","573,0300"
2311,19.10.2010,"1 334,4000","23,9600","1 645,7400","563,3000"
2312,16.10.2010,"1 333,8900","23,7200","1 647,4500","578,2100"
2313,15.10.2010,"1 328,7200","22,6400","1 648,4500","572,5800"
2314,14.10.2010,"1 315,8500","22,3100","1 644,6900","574,3800"
2315,13.10.2010,"1 299,1300","22,5400","1 620,6500","560,8500"
2316,12.10.2010,"1 293,3600","21,4600","1 627,6100","563,9600"
2317,09.10.2010,"1 279,3900","22,4800","1 623,1500","552,9100"
2318,08.10.2010,"1 295,2400","21,8400","1 638,7000","572,5900"
2319,07.10.2010,"1 294,5700","21,3700","1 634,7900","566,0800"
2320,06.10.2010,"1 297,3000","21,5600","1 644,9200","553,8500"
2321,05.10.2010,"1 290,3000","21,5200","1 635,4200","554,9500"
2322,02.10.2010,"1 287,9200","21,6500","1 637,1200","559,1100"
2323,01.10.2010,"1 286,0900","21,4500","1 618,6500","557,2100"
2324,30.09.2010,"1 278,0500","20,6900","1 607,9500","553,2500"
2325,29.09.2010,"1 268,1900","21,1900","1 585,9700","534,2300"
2326,28.09.2010,"1 277,7300","21,0100","1 614,0800","548,2000"
2327,25.09.2010,"1 291,5100","20,9700","1 635,7800","555,2100"
2328,24.09.2010,"1 287,3300","21,0100","1 626,7300","540,2500"
2329,23.09.2010,"1 286,7300","20,6800","1 621,6700","534,9100"
2330,22.09.2010,"1 277,8400","20,9000","1 614,8500","533,6200"
2331,21.09.2010,"1 275,2000","20,7700","1 616,6000","540,8600"
2332,18.09.2010,"1 280,6400","20,7500","1 617,9100","553,6300"
2333,17.09.2010,"1 267,9300","20,3900","1 590,8400","549,5600"
2334,16.09.2010,"1 255,5800","20,0700","1 571,4500","544,5700"
2335,15.09.2010,"1 237,1900","19,6700","1 549,8800","536,0400"
2336,14.09.2010,"1 226,2000","19,6300","1 527,0800","514,9400"
2337,11.09.2010,"1 240,3300","19,8400","1 542,5200","519,4700"
2338,10.09.2010,"1 244,5000","19,8800","1 541,8500","518,2500"
2339,09.09.2010,"1 249,2600","19,5100","1 543,2000","520,3600"
2340,08.09.2010,"1 232,3500","19,6200","1 533,4600","517,7400"
2341,07.09.2010,"1 228,3500","19,3300","1 538,5100","520,0500"
2342,04.09.2010,"1 235,4400","19,1900","1 534,4400","519,0400"
2343,03.09.2010,"1 230,9900","19,2100","1 517,3500","512,0300"
2344,02.09.2010,"1 237,8100","18,6900","1 513,1000","503,0400"
2345,01.09.2010,"1 224,1200","18,8900","1 501,4900","483,7900"
2346,31.08.2010,"1 217,5500","18,7600","1 508,3800","495,8900"
2347,28.08.2010,"1 218,3600","18,8600","1 510,0000","493,4600"
2348,27.08.2010,"1 229,0500","18,4600","1 520,1500","496,4800"
2349,26.08.2010,"1 229,2400","17,7600","1 510,8400","483,7500"
2350,25.08.2010,"1 204,3900","17,7400","1 480,2700","470,6800"
2351,24.08.2010,"1 207,3000","17,8500","1 482,3100","468,3600"
2352,21.08.2010,"1 207,0200","18,1000","1 488,0500","473,7800"
2353,20.08.2010,"1 202,7400","17,9800","1 504,4000","478,9400"
2354,19.08.2010,"1 196,3500","18,1400","1 509,3800","483,2300"
2355,18.08.2010,"1 200,5400","17,8200","1 511,6300","479,7300"
2356,17.08.2010,"1 199,0700","17,7200","1 504,2400","470,9900"
2357,14.08.2010,"1 188,3000","17,5300","1 504,2000","464,5600"
2358,13.08.2010,"1 174,7600","17,7400","1 479,2200","455,2200"
2359,12.08.2010,"1 163,3900","17,5700","1 489,6900","461,2800"
2360,11.08.2010,"1 155,2100","17,8400","1 488,4800","459,4800"
2361,10.08.2010,"1 156,1800","17,5400","1 493,6400","466,8800"
2362,07.08.2010,"1 145,6400","17,6000","1 502,9000","468,0400"
2363,06.08.2010,"1 147,8300","17,7600","1 513,1600","475,2600"
2364,05.08.2010,"1 144,2800","17,6500","1 520,2800","478,9800"
2365,04.08.2010,"1 140,7800","17,4500","1 531,9600","490,4200"
2366,03.08.2010,"1 143,2500","17,1400","1 539,2200","483,3100"
2367,31.07.2010,"1 133,5800","17,0800","1 509,1800","476,5300"
2368,30.07.2010,"1 132,7800","17,1300","1 500,9800","459,5200"
2369,29.07.2010,"1 130,4300","17,6400","1 495,5900","456,4500"
2370,28.07.2010,"1 151,1000","17,5100","1 514,7000","462,7700"
2371,27.07.2010,"1 158,3100","17,7000","1 510,9600","463,7100"
2372,24.07.2010,"1 171,0200","17,4100","1 509,2600","451,3100"
2373,23.07.2010,"1 164,7500","17,5400","1 489,5500","440,5800"
2374,22.07.2010,"1 164,5300","17,1600","1 475,1600","437,9500"
2375,21.07.2010,"1 155,0000","17,3800","1 477,1100","435,0200"
2376,20.07.2010,"1 169,9800","17,9400","1 489,2000","448,2400"
2377,17.07.2010,"1 179,8800","18,0400","1 486,6700","453,4400"
2378,16.07.2010,"1 190,6500","17,9700","1 502,3800","459,8500"
2379,15.07.2010,"1 190,2500","17,6700","1 500,2700","458,5200"
2380,14.07.2010,"1 196,8300","17,9200","1 510,8000","451,3500"
2381,13.07.2010,"1 195,1900","17,7400","1 513,1600","450,7700"
2382,10.07.2010,"1 184,4000","17,8200","1 509,8900","443,5600"
2383,09.07.2010,"1 195,2400","17,5600","1 518,3700","444,7600"
2384,08.07.2010,"1 185,5700","17,8400","1 502,4500","432,8400"
2385,07.07.2010,"1 211,1000","17,8600","1 521,4400","439,1300"
2386,06.07.2010,"1 208,8500","17,9900","1 511,4300","433,1200"
2387,03.07.2010,"1 214,0300","18,7000","1 520,4200","439,2800"
2388,02.07.2010,"1 250,6400","18,9000","1 531,0200","444,7800"
2389,01.07.2010,"1 246,5600","18,6600","1 540,4900","451,1900"
2390,30.06.2010,"1 239,6500","19,1700","1 546,5600","461,3600"
2391,29.06.2010,"1 251,1500","18,5800","1 577,8800","478,1500"
2392,26.06.2010,"1 241,4100","18,3600","1 555,6300","471,5800"
2393,25.06.2010,"1 229,7400","18,8600","1 538,6000","465,6700"
2394,24.06.2010,"1 237,6400","18,5400","1 571,2000","483,9000"
2395,23.06.2010,"1 227,0100","19,2400","1 581,3800","488,7200"
2396,22.06.2010,"1 244,2400","18,5400","1 585,5600","491,9700"
2397,19.06.2010,"1 235,2200","18,3700","1 559,9100","474,6300"
2398,18.06.2010,"1 237,7500","18,5600","1 569,1200","472,2400"
2399,17.06.2010,"1 237,6100","18,4500","1 579,6900","472,8100"
2400,16.06.2010,"1 237,0000","18,6400","1 570,7800","461,2200"
2401,12.06.2010,"1 233,9800","18,1800","1 559,0300","455,9800"
2402,11.06.2010,"1 238,4600","18,5500","1 546,0500","454,7800"
2403,10.06.2010,"1 259,8800","18,7100","1 560,8300","453,9700"
2404,09.06.2010,"1 268,7200","17,6500","1 542,1900","439,1700"
2405,08.06.2010,"1 238,7600","18,1500","1 527,5100","430,1500"
2406,05.06.2010,"1 202,1500","18,2500","1 544,2600","449,4900"
2407,04.06.2010,"1 211,5300","18,3100","1 552,4600","458,8900"
2408,03.06.2010,"1 224,4000","18,3500","1 543,2800","453,2600"
2409,02.06.2010,"1 218,4400","18,5100","1 542,3500","453,5100"
2410,01.06.2010,"1 193,3900","18,3100","1 536,8300","465,5000"
2411,29.05.2010,"1 190,2700","18,0000","1 538,3300","459,8300"
2412,28.05.2010,"1 202,0000","18,1400","1 535,8100","448,7300"
2413,27.05.2010,"1 222,2600","17,7700","1 542,3100","453,6200"
2414,26.05.2010,"1 201,9600","17,9700","1 507,6300","430,4600"
2415,25.05.2010,"1 175,0700","17,5900","1 514,8100","442,7300"
2416,22.05.2010,"1 181,7500","17,9000","1 491,8000","415,3900"
2417,21.05.2010,"1 173,8400","18,3200","1 543,3700","433,0500"
2418,20.05.2010,"1 193,6300","18,5700","1 610,5800","468,7700"
2419,19.05.2010,"1 187,3100","18,6700","1 636,8200","491,5400"
2420,18.05.2010,"1 214,2300","19,3800","1 671,9500","508,3000"
2421,15.05.2010,"1 197,0900","18,7800","1 667,9600","522,8100"
2422,14.05.2010,"1 185,6100","18,8100","1 661,7800","520,3300"
2423,13.05.2010,"1 205,3900","17,8900","1 652,8200","518,5700"
2424,12.05.2010,"1 180,1300","18,0200","1 645,7500","509,5400"
2425,08.05.2010,"1 184,7800","17,4700","1 640,4800","500,7400"
2426,07.05.2010,"1 147,4600","17,1700","1 622,8100","493,8600"
2427,06.05.2010,"1 118,4100","17,8500","1 588,8600","486,6800"
2428,05.05.2010,"1 115,5100","17,5400","1 620,1700","508,6600"
2429,01.05.2010,"1 101,5800","17,0100","1 628,1100","516,4600"
2430,30.04.2010,"1 101,7300","16,9100","1 620,5800","514,1400"
2431,29.04.2010,"1 099,7400","17,1500","1 619,9700","505,3600"
2432,28.04.2010,"1 076,6300","17,1500","1 632,3500","525,1200"
2433,27.04.2010,"1 079,2300","16,7300","1 637,5500","533,0700"
2434,24.04.2010,"1 072,9600","16,9200","1 631,0800","527,0700"
2435,23.04.2010,"1 071,6000","16,6900","1 635,1500","530,0700"
2436,22.04.2010,"1 069,7300","16,8400","1 626,4600","526,5600"
2437,21.04.2010,"1 070,3100","16,3900","1 600,0700","507,7500"
2438,20.04.2010,"1 058,3900","17,2300","1 576,0800","490,0000"
2439,17.04.2010,"1 079,9600","17,0500","1 605,4800","505,9100"
2440,16.04.2010,"1 070,8400","17,1100","1 596,1400","502,2800"
2441,15.04.2010,"1 082,2700","16,9600","1 615,4700","508,9200"
2442,14.04.2010,"1 072,6100","17,2600","1 594,1000","475,9900"
2443,13.04.2010,"1 082,6700","17,0700","1 605,1700","479,2200"
2444,10.04.2010,"1 089,8300","16,9500","1 623,4400","481,7500"
2445,09.04.2010,"1 083,7200","16,9900","1 605,9600","473,5700"
2446,08.04.2010,"1 067,3200","16,8800","1 612,4000","479,3900"
2447,07.04.2010,"1 056,7200","16,6300","1 582,2500","466,3100"
2448,06.04.2010,"1 055,0900","16,6100","1 558,9300","461,1000"
2449,03.04.2010,"1 055,4400","16,6200","1 559,4500","461,2600"
2450,02.04.2010,"1 056,2900","16,5600","1 570,2400","462,8400"
2451,01.04.2010,"1 052,1400","16,5100","1 556,1700","454,2400"
2452,31.03.2010,"1 047,6800","16,1900","1 536,0000","446,5400"
2453,30.03.2010,"1 058,6400","16,0500","1 533,7700","439,1700"
2454,27.03.2010,"1 041,9000","15,9300","1 519,1900","434,6000"
2455,26.03.2010,"1 042,6500","15,9000","1 511,3000","426,2100"
2456,25.03.2010,"1 040,2900","15,9600","1 511,9400","431,7100"
2457,24.03.2010,"1 042,9700","15,9000","1 522,6400","433,9600"
2458,23.03.2010,"1 041,6000","16,3300","1 493,1900","432,0200"
2459,20.03.2010,"1 054,9000","16,4500","1 526,6200","448,6700"
2460,19.03.2010,"1 054,8400","16,4800","1 530,4700","445,3300"
2461,18.03.2010,"1 061,7500","16,1800","1 537,3700","446,7600"
2462,17.03.2010,"1 053,1400","16,1000","1 532,5400","437,5300"
2463,16.03.2010,"1 041,2400","16,3300","1 516,5900","431,9600"
2464,13.03.2010,"1 057,1100","15,9800","1 529,7900","440,3200"
2465,12.03.2010,"1 049,6800","16,5800","1 506,1800","428,0300"
2466,11.03.2010,"1 074,6600","16,2900","1 542,4600","452,0400"
2467,10.03.2010,"1 071,2600","16,5800","1 515,0700","441,8900"
2468,06.03.2010,"1 088,7700","16,6300","1 512,7700","446,0600"
2469,05.03.2010,"1 089,4200","16,4600","1 511,0500","439,1300"
2470,04.03.2010,"1 089,1400","15,8800","1 515,4500","425,5900"
2471,03.03.2010,"1 075,6100","15,9000","1 492,9400","422,1500"
2472,02.03.2010,"1 075,1000","15,5100","1 495,3700","421,4700"
2473,28.02.2010,"1 067,0900","15,5200","1 476,0700","414,0300"
2474,27.02.2010,"1 074,4200","15,3800","1 487,2800","415,2800"
2475,26.02.2010,"1 055,8100","15,2300","1 458,9600","401,9400"
2476,25.02.2010,"1 055,3100","15,5400","1 445,3800","414,2100"
2477,20.02.2010,"1 073,1000","15,3500","1 459,8800","414,8900"
2478,19.02.2010,"1 070,3200","15,6900","1 463,8900","415,3500"
2479,18.02.2010,"1 077,7200","15,2500","1 491,8900","422,1200"
2480,17.02.2010,"1 079,9000","15,0800","1 481,5000","417,3400"
2481,16.02.2010,"1 068,2900","14,8900","1 473,9400","406,1400"
2482,13.02.2010,"1 045,5200","14,9000","1 467,0800","401,4300"
2483,12.02.2010,"1 045,5200","15,1100","1 468,2800","402,9100"
2484,11.02.2010,"1 045,8600","14,7800","1 457,6800","404,5300"
2485,10.02.2010,"1 042,9300","14,7800","1 454,0500","400,3800"
2486,09.02.2010,"1 049,7800","14,8800","1 461,8500","398,3300"
2487,06.02.2010,"1 030,7000","15,8000","1 446,7600","379,0800"
2488,05.02.2010,"1 063,5800","16,2000","1 495,2800","414,8200"
2489,04.02.2010,"1 074,4300","16,1200","1 523,5100","428,4300"
2490,03.02.2010,"1 081,0300","15,7500","1 502,1900","421,1600"
2491,02.02.2010,"1 057,5100","15,9200","1 481,6900","409,5200"
2492,30.01.2010,"1 059,3500","16,2600","1 481,2700","409,9400"
2493,29.01.2010,"1 065,7600","16,3400","1 480,8900","410,9800"
2494,28.01.2010,"1 066,1900","16,3500","1 474,5000","407,1000"
2495,27.01.2010,"1 063,0500","16,7200","1 481,4000","417,1300"
2496,26.01.2010,"1 067,7100","16,7200","1 492,9500","423,7900"
2497,23.01.2010,"1 048,6400","16,9100","1 488,0800","416,0100"
2498,22.01.2010,"1 055,9100","17,6700","1 533,1700","441,8700"
2499,21.01.2010,"1 077,8400","17,6600","1 564,7300","439,1600"
2500,20.01.2010,"1 076,2100","17,7100","1 557,3700","438,4600"
2501,19.01.2010,"1 080,7100","17,6200","1 543,4000","436,7600"
2502,16.01.2010,"1 075,8400","17,6600","1 530,1200","429,5700"
2503,15.01.2010,"1 076,2900","17,3600","1 495,9300","405,9200"
2504,14.01.2010,"1 079,4800","17,5400","1 489,5000","401,2000"
2505,13.01.2010,"1 088,7800","17,7900","1 523,4900","410,8600"
2506,12.01.2010,"1 095,6300","17,1400","1 496,8000","406,3700"
2507,01.01.2010,"1 071,4000","16,4200","1 422,7100","390,1300"
2508,31.12.2009,"1 062,3200","16,9400","1 423,5500","380,2000"
2509,30.12.2009,"1 058,5200","16,6200","1 413,5900","372,3500"
2510,29.12.2009,"1 050,9400","16,4800","1 385,3900","358,7200"
2511,26.12.2009,"1 044,9500","16,3900","1 377,5000","356,6700"
2512,25.12.2009,"1 062,8000","16,2800","1 401,0300","362,7700"
2513,24.12.2009,"1 059,5600","16,6200","1 369,9300","348,1200"
2514,23.12.2009,"1 071,0400","16,9000","1 390,8700","354,3200"
2515,22.12.2009,"1 093,5400","17,0000","1 404,6900","359,5200"
2516,19.12.2009,"1 092,8100","17,1800","1 417,2500","361,4700"
2517,18.12.2009,"1 097,5500","17,2200","1 410,2200","362,1000"
2518,17.12.2009,"1 100,9800","16,6800","1 405,8400","355,3400"
2519,16.12.2009,"1 077,8700","16,6200","1 389,1500","351,8800"
2520,15.12.2009,"1 082,0000","16,9200","1 388,2400","351,6500"
2521,12.12.2009,"1 107,2800","16,8900","1 394,7800","356,4700"
2522,11.12.2009,"1 108,5000","17,5000","1 391,3400","358,4200"
2523,10.12.2009,"1 129,5000","17,9100","1 408,1000","364,8800"
2524,09.12.2009,"1 129,8300","17,5100","1 411,9800","365,8500"
2525,08.12.2009,"1 089,1600","17,8700","1 360,1400","347,8700"
2526,05.12.2009,"1 129,5300","17,9400","1 393,0800","358,6000"
2527,04.12.2009,"1 145,3700","18,0300","1 410,2600","365,7300"
2528,03.12.2009,"1 131,7500","17,4900","1 393,7800","362,4600"
2529,02.12.2009,"1 119,5800","17,0200","1 377,0800","357,4000"
2530,01.12.2009,"1 095,3300","16,8000","1 345,7900","338,3200"
2531,28.11.2009,"1 116,3700","17,7300","1 373,7700","345,1200"
2532,27.11.2009,"1 098,2400","17,3000","1 349,8300","342,5600"
2533,26.11.2009,"1 089,0300","17,1900","1 354,2200","345,2700"
2534,25.11.2009,"1 085,3900","17,4000","1 347,6400","344,5600"
2535,24.11.2009,"1 079,5900","16,8300","1 360,1400","342,5800"
2536,21.11.2009,"1 059,9200","16,8800","1 326,6400","334,9100"
2537,20.11.2009,"1 049,8900","17,3200","1 321,6100","338,2600"
2538,19.11.2009,"1 058,0400","16,7100","1 347,0200","346,2200"
2539,18.11.2009,"1 043,4500","16,3600","1 329,4900","342,0500"
